nom_suggere;categorie;detail;ville;region;courriel;telephone;site;adresse;code_postal;gps;image;resume;nom_brut_melange
Minichaletsoasis;Hébergement;Chalet, appartement, résidence de tourisme;Blue Sea;La Vallée-de-la-Gatineau;oasisbluesea@gmail.com;819 209-9391;https://www.minichaletsoasis.com;A-177 chemin d'Orlo;J0X1C0;46.2143724,-76.039297;https://static.wixstatic.com/media/1f1c81_8c089e1f8a5f43b89d272be3ec8730ec%7Emv2.png/v1/fit/w_2500,h_1330,al_c/1f1c81_8c089e1f8a5f43b89d272be3ec8730ec%7Emv2.png;Découvrez les mini chalets sur les rives paisibles du lac Blue Sea, un havre de tranquillité au cur de la nature. Idéalement situés, ces quatre chalets offrent un refuge parfait pour les amateurs d'activités nautiques, de randonnée, de cyclisme ou tout simplement pour ceux qui souhaitent se ressourcer. Profitez de la beauté naturelle environnante tout en savourant des moments de détente inoubliab;Dandy
Misapart;Hébergement;Hôtel;Ascot Corner;Le Haut-Saint-François;evanstheriault@gmail.com;819 212-1234;https://www.misapart.net;1130 rue Bresse;J0B1A0;45.4605613,-71.817;https://static.wixstatic.com/media/ae0a97_76a672a8b1ae4329b2a87bc15b7d81b3~mv2_d_1600_1200_s_2.jpg/v1/fill/w_1600,h_1200,al_c/ae0a97_76a672a8b1ae4329b2a87bc15b7d81b3~mv2_d_1600_1200_s_2.jpg;Découvrez Misapart, une résidence haut de gamme qui vous plonge dans un univers unique mêlant chaleur du bois, pierre et aménagements exceptionnels. Située dans un cadre enchanteur, ce chalet peut accueillir jusqu'à 60 personnes et offre des chambres thématiques accompagnées d'activités ludiques originales. Que ce soit pour un week-end en famille, entre amis ou collègues, vous vivrez des moments i;Da Pietro
Chaletlac;Hébergement;Chalet, appartement, résidence de tourisme;Lantier;Les Laurentides;sgohier@sympatico.ca;514 369-4099;https://www.chaletlac.ca;24 chemin des Buissons;J0T1V0;46.1955191,-74.263346;https://www.chaletlac.ca/images/Boutons.gif;Découvrez un havre de paix en pleine nature avec le Chalet lac et montagne, situé dans une région pittoresque du Québec. Ce chalet à louer offre une atmosphère chaleureuse et conviviale, idéale pour des escapades en famille ou entre amis. Profitez d'un cadre enchanteur entouré de lac et de montagnes, parfait pour des activités de plein air comme la randonnée, le kayak ou la pêche. Loin du tumulte ;Cuisine la Tradtion | Espace Évènementiel | Québec
Miwapanee;Hébergement;Hôtel;Kipawa;Témiscamingue;james@miwapanee.com;819 627-3773;https://www.miwapanee.com;1100 chemin Miwapanee;J0Z2H0;46.8035402,-78.986655;https://www.miwapanee.com/images/Lodge2.JPG;Le Miwapanee Lodge vous accueille sur les rives du magnifique lac Kipawa, au Québec. Dans un cadre forestier apaisant, ce lodge allie l'aventure des postes avancés à tout le confort d'une maison. Idéal pour les familles, les motoneigistes, les entreprises, les pêcheurs et les amateurs de VTT, il propose une expérience enrichissante à proximité de North Bay, Ontario. Accessible en voiture en quatre;Cuisine de rue Montréal
Mlleschalets;Hébergement;Chalet, appartement, résidence de tourisme;La Conception;Les Laurentides;mlleschalets@gmail.com;819 444-6317;https://mlleschalets.com;4350 route des Tulipes;J0T1M0;46.2157649,-74.693487;https://mlleschalets.com/wp-content/uploads/2023/05/MllesChalet_Logo_PRINT.png;Découvrez des hébergements enchanteurs au Québec, notamment à La Conception, Mont-Tremblant et Saint-Raphaël. Plongez dans latmosphère chaleureuse des chalets en rondins au bord de la rivière rouge, où l'accès direct à la piste du Ptit train du Nord vous invite à pratiquer le canot, le kayak, le ski ou encore la raquette. Optez également pour des condos douillets près du terrains de golf La Bête;Croisières Lac Taureau à Saint-Michel-des-Saints
Cpr 31 M;Hébergement;Camping;Bouchette;La Vallée-de-la-Gatineau;info@parc31milles.com;819 465-2600;http://www.cpr31m.ca;295 Montée Du Lac-Des-Trente-Et-Un-Milles;J0X1E0;46.27696,-75.804934;https://www.cpr31m.ca/templates/greenleaf/images/presets/preset7/logo.svg;Découvrez le Camping Pontmain, un havre de paix qui allie nature et confort. Situé en pleine région de lOutaouais, cet établissement offre des options d'hébergement variées, allant du camping rustique aux suites en auberge, idéales pour une escapade en famille ou entre amis. L'atmosphère chaleureuse et conviviale invite à la détente et aux retrouvailles en plein air. Profitez de paysages enchante;Crêperie Chez Suzette
Giteanticosti;Hébergement;Gîte touristique;L'Île-d'Anticosti;Minganie;info@n2pix.com;819 460-5432;http://giteanticosti.com;46 rue des Menier;G0G2Y0;49.8249418,-64.357598;http://giteanticosti.com/img/gite-anticosti-logo-blanc.png;Découvrez le Gîte Anticosti, un hébergement moderne et haut de gamme situé au cur de Port-Menier sur l'île d'Anticosti. Dans un cadre enchanteur, ce gîte intime et chaleureux vous plonge dans une atmosphère accueillante, alliant aventures et moments de détente. Profitez de six chambres douillettes, chacune dotée dune salle de bain privée, tout en savourant des repas gastronomiques inspirés du te;Crémerie de Flore
Campingdelariviere;Hébergement;Camping;Saint-Léonard-d'Aston;Nicolet-Yamaska;dm3235@videotron.ca;819 399-2442;http://www.campingdelariviere.org;108 Rang Du Moulin-Rouge;J0C1M0;46.0500739,-72.303156;https://img1.wsimg.com/isteam/ip/8971f60e-69f4-4e9e-833a-03fce36a47bc/42.jpg;Découvrez le Camping de la Rivière, un havre de paix situé au bord de la rivière Nicolet. Depuis 2004, Diane, son équipe et son conjoint vous accueillent dans une ambiance conviviale et chaleureuse. Ce terrain de camping paisible est parfait pour se ressourcer et profiter de la nature environnante. Que vous veniez pour une escapade en famille ou un séjour entre amis, vous apprécierez les activités;COZYCOTTAGES
Campingmontscotchhill;Hébergement;Camping;Danville;Les Sources;gestion.camping.msh@hotmail.com;819 839-1572;http://www.campingmontscotchhill.com;152 Chemin Scotch Hill;J0A1A0;45.7560373,-72.06946;https://www.campingmontscotchhill.com/wp-content/uploads/logo_scoothill.png;Le Camping Mont Scotch Hill, situé à Danville dans les Cantons-de-l'Est, vous offre un cadre paisible et chaleureux pour des vacances en famille ou entre amis. Classé quatre étoiles par Camping Québec, ce site enchanteur dispose de 89 emplacements adaptés aux campeurs saisonniers et aux voyageurs. Profitez d'une piscine, d'aires de jeux pour enfants et d'activités estivales variées. De plus, un es;COUETTE ET MARÉES
Villavillaexperience;Hébergement;Chalet, appartement, résidence de tourisme;Beaupré;La Côte-de-Beaupré;nathalie@villavillaexperience.com;418 933-0896;https://www.villavillaexperience.com/solstice.php;206-200 rue du Beau-Mont;G0A1E0;47.0737075,-70.911132;https://www.facebook.com/tr?id=399003192973247&ev=PageView&noscript=1;Découvrez le Solstice 4 saisons, un élégant refuge de luxe situé au pied du Mont-Saint-Anne, à seulement 15 minutes de Québec. Ce condo moderne et entièrement équipé peut accueillir jusqu'à 6 personnes, offrant une atmosphère chaleureuse et conviviale. Profitez de l'accès direct aux pistes de ski en hiver et aux parcours de golf en été, ainsi que d'un spa extérieur et d'une piscine intérieure à pr;Côté Est
Motelcondocharley;Hébergement;Hôtel;Sainte-Anne-de-Beaupré;La Côte-de-Beaupré;info@motelcondocharley.com;418 827-5837;https://www.motelcondocharley.com;9650 boulevard Sainte-Anne;G0A3C0;47.0144453,-70.947317;https://static.wixstatic.com/media/e13dce_e15b5ea90c184e5bafc70223f68f670e~mv2_d_3840_2152_s_2.jpg/v1/fill/w_147,h_82,al_c,q_80,usm_0.66_1.00_0.01,blur_2,enc_avif,quality_auto/e13dce_e15b5ea90c184e5bafc70223f68f670e~mv2_d_3840_2152_s_2.jpg;"Découvrez Mont-Sainte-Anne, un établissement chaleureux situé sur la pittoresque Côte-de-Beaupré, à proximité de la majestueuse basilique. Avec ses cinq chambres confortables et huit condos agréables, vous profiterez d'un espace propre et accueillant pour vos séjours en solo ou en famille. Le restaurant sur place, ""apportez votre vin"", vous invite à savourer des moments de convivialité autour de d";Corridors cyclables des Cheminots - du Littoral - des Beauportois et Rivière Saint-Charles
Zumauberge;Hébergement;Résidence étudiante;Montréal;Montréal;info@zumauberge.ca;514 343-8006;https://www.zumauberge.ca;2450 boulevard Édouard-Montpetit;H3T1J4;45.506618,-73.615381;https://static.wixstatic.com/media/72dcd4_2915b96f62634e68bed1cae9fb65065a~mv2.png/v1/fill/w_250,h_62,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/Image2.png;LAuberge dété ZUM MTL, située sur le campus de lUniversité de Montréal, est une option dhébergement estivale idéale pour les voyageurs souhaitant découvrir la ville à petit prix. Ouvert du 5 mai au 21 août 2026, cet établissement non traditionnel propose des chambres privées simples et fonctionnelles, avec des espaces communs conviviaux pour se détendre ou étudier. En plus de laccès à Interne;CORPORATION DU FESTIVAL DE MONTGOLFIÈRES DE SAINT-JEAN-SUR-RICHELIEU
Campingameriquemontreal;Hébergement;Camping;Saint-Philippe;Roussillon;campingameriquemontreal@videotron.ca;450 659-8282;http://www.campingameriquemontreal.com;40 Rang Saint-André;J0L2K0;45.3397363,-73.491371;http://www.campingameriquemontreal.com/img/logo.svg;Découvrez l'expérience unique des camps d'hiver à Montréal, où magie et aventure se rencontrent en plein cur de la ville. Idéal pour les familles et les amateurs de plein air, ces camps offrent une immersion totale dans la beauté des paysages hivernaux canadiens. Profitez d'une variété d'activités sportives et ludiques qui mettent en valeur le charme de la saison neigeuse. Que vous souhaitiez vou;CORPORATION DES FÊTES ET FESTIVALS D'AMOS/H2O LE FESTIVAL
Fortramsay;Hébergement;Camping;Gaspé;La Côte-de-Gaspé;motelramsay@hotmail.com;418 368-5094;http://www.fortramsay.com;254 Boulevard De Gaspé;G4X1B1;48.8477523,-64.504652;http://www.fortramsay.com/images/frlogo.gif;Le Motel & Camping Fort Ramsay se trouve à seulement 3 km de Gaspé, offrant une vue imprenable sur la baie de Gaspé. Idéal pour les amoureux de la nature, cet établissement familial propose un cadre paisible en bord de mer, à proximité du parc national de Forillon. Les visiteurs peuvent profiter d'activités variées, telles que le golf, lobservation des baleines, le kayak et la pêche au saumon sur;Corporation de développement de l'Étang Burbank
Abonport;Hébergement;Hôtel;Percé;Le Rocher-Percé;maudehautcoeur@icloud.com;418 689-0780;https://www.abonport.info;;G0C;48.524444,-64.21268;https://static.wixstatic.com/media/916896_655295a98b8c4273bcd869352e5919e6~mv2.png/v1/fill/w_1577,h_536,al_c,q_90,usm_0.66_1.00_0.01,enc_avif,quality_auto/916896_655295a98b8c4273bcd869352e5919e6~mv2.png;Le Motel à Bon Port, dirigé par deux jeunes entrepreneurs passionnés, offre une expérience de séjour chaleureuse et confortable dans un cadre revitalisé. Situé dans un environnement propice à la détente, le motel et le chalet ont été entièrement rénovés pour garantir un maximum de bien-être. Les chambres sont équipées de nouveaux matelas et literie pour vous permettre de profiter de nuits paisible;Coordonnées - Bioparc
Motelcentreville;Hébergement;Hôtel;Montmagny;Montmagny;info@motelcentreville.com;418 248-3623;https://www.motelcentreville.com;14 boulevard Taché Est;G5V1B7;46.9817495,-70.562208;https://static.wixstatic.com/media/ffb989_5ead6a9502244e76a62cd0c7a9d3282a%7Emv2.jpg/v1/fit/w_2500,h_1330,al_c/ffb989_5ead6a9502244e76a62cd0c7a9d3282a%7Emv2.jpg;Le Motel Centre-Ville, situé au cur de Montmagny, vous invite à découvrir une escapade abordable et confortable. À quelques pas des principaux attraits de la région, cet établissement sadresse aux couples, familles et groupes. Son ambiance conviviale est renforcée par un personnel dévoué, prêt à vous accueillir chaleureusement. Les clients bénéficient d'un accès aux services de l'Hôtel Centre-Vi;COOPÉRATIVE DU MONT ADSTOCK
Chaletsbeaconsfieldmotel;Hébergement;Hôtel;Beaconsfield;Montréal;info@chaletsbeaconsfieldmotel.com;514 694-7604;https://www.chaletsbeaconsfieldmotel.com;505 boulevard Beaconsfield;H9W4C5;45.4195029,-73.884037;https://www.chaletsbeaconsfieldmotel.com/wp-content/uploads/2019/10/chalet-gold-100.png;Le Motel Chalets Beaconsfield, situé à seulement 15 minutes de Montréal, est un hôtel familial chaleureux et charmant qui a su conserver son caractère depuis les années 1930. Situé dans le quartier résidentiel paisible de Beaconsfield, l'établissement offre un cadre idéal pour les voyageurs souhaitant profiter de la tranquillité tout en étant à proximité des commodités. Les clients peuvent choisir;Coopérative de ski de fond Mouski
Motelgiffard;Hébergement;Hôtel;Québec;Québec;motelgiffard@hotmail.com;418 667-8660;https://www.motelgiffard.com;3110 boulevard Sainte-Anne;G1E3K2;46.8481169,-71.208475;https://www.motelgiffard.com/images/motel_giffard_logo.png;Découvrez le Motel Giffard, un havre de paix non fumeur situé à seulement 3 minutes du Vieux Québec et à proximité des magnifiques chutes Montmorency. Avec 20 unités chaleureusement décorées, cet établissement propose des chambres confortables, idéales pour les couples ou les petites familles. Chaque chambre est équipée de commodités modernes telles quune télévision à écran plat, un réfrigérateur;COOPÉRATIVE DE PLEIN-AIR RAC
Motellansealeau;Hébergement;Hôtel;Tadoussac;La Haute-Côte-Nord;motellansealeau@gmail.com;418 235-4313;https://www.motellansealeau.com;173 rue des Pionniers;G0T2A0;48.1438598,-69.721185;https://motellansealeau.com/wp-content/uploads/2021/04/2.jpg;Découvrez le Motel de l'Anse à l'eau, un charmant hébergement situé à Tadoussac, à proximité de la mythique baie. Avec ses vingt chambres confortables, dont certaines sont équipées de kitchenette et balcons, cet établissement offre un accès idéal aux merveilles naturelles de la Côte Nord, réputée pour l'observation des mammifères marins. Profitez de l'atmosphère chaleureuse tout en vous laissant t;Coop Vertigo-Aventures
Moteldelanse;Hébergement;Hôtel;Port-Daniel--Gascons;Le Rocher-Percé;info@moteldelanse.com;418 396-2273;https://www.moteldelanse.com;551 route de l'Anse-McInnis;G0C2N0;48.1817436,-64.942199;https://moteldelanse.com/wp-content/uploads/2020/03/1.jpg;Le Motel de l'Anse Sans Frais, situé en Gaspésie dans la Baie des Chaleurs, offre un refuge paisible près de la mer. À proximité des charmantes villes de Bonaventure, Chandler, Paspébiac et Percé, cet établissement vous invite à découvrir des plages aménagées et un belvédère offrant une vue imprenable. Les chambres rénovées, incluant des cuisinettes et des équipements modernes, garantissent un con;Coop Kayaks des Iles / Sortie guidée familiale en Rabaska sur le fleuve
Moteldeserables;Hébergement;Hôtel;Coteau-du-Lac;Vaudreuil-Soulanges;moteldeserables@gmail.com;450 763-5714;https://www.moteldeserables.ca;46 route 201;J0P1B0;45.2992827,-74.18082;https://www.moteldeserables.ca/templates/Victoria/resources/csscreme_link.jpg;Le Motel Des Érables, situé à quelques minutes de l'extrémité ouest de l'île de Montréal, constitue un havre de paix pour les vacanciers et les professionnels. À seulement 45 minutes du centre-ville de Montréal, il est idéalement placé à proximité d'attractions touristiques, telles que le site historique de Côteau du Lac et le golf de St. Zotique, tous deux facilement accessibles. Avec 16 chambres;Coop Kayaks des îles / Kayak de mer au coucher du soleil
